depth(m),SP,GR,LLD,LLS,DEN,AC,lithology
939.1,30.329,91.888,2.955,1.82,2.102,133.547,shale
939.2,30.402,93.146,3.133,1.912,2.113,132.019,shale
939.3,30.571,93.833,3.286,1.99,2.128,129.702,shale
939.4,30.861,93.884,3.363,2.028,2.14,127.343,shale
939.5,31.284,93.535,3.347,2.018,2.149,126.093,shale
939.6,31.845,93.081,3.263,1.97,2.154,126.913,shale
939.7,32.534,92.769,3.161,1.91,2.156,129.78,shale
939.8,33.328,92.806,3.086,1.861,2.157,133.76,shale
939.9,34.192,93.27,3.064,1.839,2.158,137.53,shale
940,35.098,94.022,3.103,1.849,2.159,140.212,shale
940.1,36.038,94.825,3.207,1.891,2.159,141.374,shale
940.2,37.032,95.511,3.37,1.961,2.158,140.525,shale
940.3,38.129,95.951,3.58,2.05,2.157,137.518,shale
940.4,39.382,96.256,3.816,2.144,2.156,133.125,shale
940.5,40.845,96.727,4.044,2.226,2.155,128.797,shale
940.6,42.546,97.57,4.225,2.28,2.153,125.599,shale
940.7,44.464,98.641,4.33,2.299,2.15,123.841,shale
940.8,46.531,99.484,4.349,2.288,2.144,123.519,shale
940.9,48.64,99.531,4.301,2.259,2.135,124.473,shale
941,50.665,98.475,4.225,2.227,2.125,126.228,shale
941.1,52.505,96.448,4.156,2.204,2.115,128.088,shale
941.2,54.107,93.917,4.125,2.199,2.107,129.597,shale
941.3,55.486,91.424,4.153,2.217,2.102,130.611,shale
941.4,56.712,89.52,4.248,2.26,2.099,130.989,shale
941.5,57.872,88.454,4.413,2.326,2.098,130.727,shale
941.6,59.02,88.161,4.644,2.413,2.096,130.125,shale
941.7,60.162,88.363,4.93,2.516,2.093,129.578,shale
941.8,61.275,88.76,5.254,2.626,2.088,129.057,shale
941.9,62.317,89.051,5.591,2.735,2.082,128.284,shale
942,63.253,89.028,5.91,2.832,2.076,127.51,shale
942.1,64.068,88.592,6.185,2.912,2.07,127.194,shale
942.2,64.766,87.739,6.402,2.975,2.067,127.289,shale
942.3,65.356,86.546,6.563,3.023,2.065,127.322,shale
942.4,65.852,85.15,6.682,3.062,2.065,127.245,shale
942.5,66.267,83.63,6.779,3.097,2.065,127.464,shale
942.6,66.614,82.145,6.872,3.129,2.064,128.062,shale
942.7,66.904,80.959,6.974,3.16,2.062,128.894,shale
942.8,67.151,80.324,7.093,3.193,2.06,129.839,shale
942.9,67.359,80.331,7.227,3.225,2.057,130.839,shale
943,67.536,80.822,7.372,3.258,2.054,131.648,shale
943.1,67.692,81.419,7.523,3.291,2.051,131.892,shale
943.2,67.84,81.782,7.675,3.322,2.048,131.621,shale
943.3,67.991,81.808,7.823,3.353,2.045,131.286,shale
943.4,68.161,81.526,7.961,3.383,2.043,131.298,shale
943.5,68.355,80.998,8.077,3.411,2.043,131.574,shale
943.6,68.562,80.396,8.157,3.433,2.045,131.816,shale
943.7,68.765,79.885,8.189,3.448,2.048,132.013,shale
943.8,68.949,79.484,8.168,3.452,2.052,132.249,shale
943.9,69.123,79.194,8.107,3.446,2.055,132.556,shale
944,69.321,79.017,8.031,3.433,2.057,132.698,shale
944.1,69.585,78.954,7.972,3.419,2.057,132.395,shale
944.2,69.938,78.947,7.959,3.409,2.057,131.712,shale
944.3,70.364,78.911,8.008,3.404,2.055,130.915,shale
944.4,70.814,78.839,8.121,3.405,2.053,130.293,shale
944.5,71.223,78.883,8.281,3.407,2.049,129.92,shale
944.6,71.537,79.183,8.454,3.404,2.046,129.774,shale
944.7,71.734,79.725,8.599,3.39,2.042,129.842,shale
944.8,71.821,80.345,8.679,3.36,2.039,130.194,shale
944.9,71.825,80.823,8.68,3.314,2.037,130.913,shale
945,71.776,80.852,8.611,3.253,2.035,131.854,shale
945.1,71.694,80.29,8.501,3.185,2.034,132.815,shale
945.2,71.609,79.26,8.381,3.116,2.034,133.474,shale
945.3,71.553,78.063,8.271,3.05,2.036,133.472,shale
945.4,71.559,77.014,8.181,2.99,2.039,132.739,shale
945.5,71.644,76.361,8.107,2.934,2.041,131.613,shale
945.6,71.798,76.198,8.041,2.879,2.043,130.717,shale
945.7,71.995,76.484,7.976,2.823,2.044,130.502,shale
945.8,72.201,77.078,7.906,2.763,2.045,130.754,shale
945.9,72.383,77.838,7.83,2.702,2.046,130.869,shale
946,72.527,78.723,7.751,2.639,2.046,130.613,shale
946.1,72.635,79.707,7.673,2.578,2.047,130.26,shale
946.2,72.729,80.666,7.603,2.523,2.047,130.114,shale
946.3,72.845,81.384,7.545,2.476,2.045,130.409,shale
946.4,73.027,81.741,7.504,2.439,2.042,131.483,shale
946.5,73.315,81.71,7.48,2.413,2.037,133.42,shale
946.6,73.742,81.321,7.471,2.396,2.032,135.61,shale
946.7,74.317,80.666,7.469,2.383,2.028,136.878,shale
946.8,75.018,79.968,7.463,2.37,2.026,136.482,shale
946.9,75.801,79.494,7.442,2.351,2.026,134.582,shale
947,76.608,79.475,7.396,2.323,2.029,131.847,shale
947.1,77.392,79.932,7.32,2.284,2.034,128.986,shale
947.2,78.124,80.7,7.213,2.235,2.039,126.678,shale
947.3,78.796,81.507,7.079,2.178,2.043,125.492,shale
947.4,79.396,82.009,6.922,2.117,2.046,125.466,shale
947.5,79.908,81.988,6.744,2.055,2.048,125.993,shale
947.6,80.309,81.51,6.546,1.994,2.05,126.32,shale
947.7,80.591,80.92,6.327,1.933,2.052,126.279,shale
947.8,80.777,80.674,6.09,1.875,2.055,126.191,shale
947.9,80.925,81.033,5.843,1.82,2.059,126.339,shale
948,81.102,81.908,5.597,1.772,2.063,126.705,shale
948.1,81.353,82.963,5.361,1.731,2.068,127.195,shale
948.2,81.686,83.839,5.144,1.699,2.072,127.85,shale
948.3,82.066,84.364,4.948,1.678,2.075,128.658,shale
948.4,82.444,84.462,4.777,1.667,2.076,129.419,shale
948.5,82.775,84.258,4.633,1.669,2.075,129.884,shale
948.6,83.037,83.922,4.523,1.683,2.07,130.02,shale
948.7,83.22,83.523,4.45,1.713,2.063,129.937,shale
948.8,83.326,83.199,4.418,1.759,2.055,129.669,shale
948.9,83.362,83.171,4.427,1.82,2.047,129.16,shale
949,83.352,83.599,4.472,1.894,2.041,128.51,shale
949.1,83.339,84.395,4.541,1.978,2.038,128.029,shale
949.2,83.379,85.256,4.619,2.063,2.036,127.909,shale
949.3,83.512,85.853,4.686,2.141,2.035,128.023,shale
949.4,83.746,86.06,4.723,2.202,2.035,128.118,shale
949.5,84.048,86.027,4.712,2.235,2.036,128.13,shale
949.6,84.363,86.096,4.645,2.233,2.037,128.183,shale
949.7,84.629,86.567,4.522,2.194,2.04,128.372,shale
949.8,84.801,87.596,4.352,2.118,2.043,128.63,shale
949.9,84.859,89.084,4.159,2.017,2.048,128.805,shale
950,84.807,90.843,3.977,1.909,2.053,128.89,shale
950.1,84.659,92.808,3.851,1.819,2.058,129.23,shale
950.2,84.432,95.174,3.826,1.77,2.064,129.874,shale
950.3,84.131,98.255,3.95,1.782,2.073,129.714,shale
950.4,83.753,102.378,4.285,1.879,2.089,127.392,shale
950.5,83.296,107.53,4.924,2.094,2.114,122.294,shale
950.6,82.763,113.175,6.012,2.487,2.154,114.285,shale
950.7,82.169,118.307,7.763,3.157,2.207,103.546,shale
950.8,81.536,121.656,10.354,4.253,2.27,91.927,shale
950.9,80.88,122.27,13.53,5.868,2.329,83.59,shale
951,80.211,119.875,16.038,7.671,2.367,82.478,shale
951.1,79.527,114.978,16.458,8.665,2.372,89.102,shale
951.2,78.823,108.755,15.095,8.344,2.34,100.206,shale
951.3,78.086,102.613,13.26,7.399,2.284,111.746,shale
951.4,77.297,97.541,11.719,6.522,2.22,121.295,shale
951.5,76.448,93.924,10.622,5.916,2.161,127.825,shale
951.6,75.536,91.698,9.889,5.554,2.114,130.855,shale
951.7,74.584,90.673,9.405,5.361,2.081,130.818,shale
951.8,73.622,90.585,9.076,5.273,2.061,129.491,shale
951.9,72.671,91.292,8.836,5.245,2.051,128.557,shale
952,71.729,92.744,8.639,5.245,2.049,128.352,shale
952.1,70.765,94.81,8.443,5.249,2.051,128.457,shale
952.2,69.736,97.241,8.201,5.226,2.057,128.556,shale
952.3,68.606,99.643,7.861,5.141,2.065,128.633,shale
952.4,67.367,101.407,7.403,4.969,2.074,128.826,shale
952.5,66.02,102.056,6.855,4.713,2.082,128.972,shale
952.6,64.558,101.477,6.284,4.411,2.089,128.59,shale
952.7,62.977,100.023,5.748,4.106,2.093,127.656,shale
952.8,61.276,98.385,5.27,3.827,2.097,126.686,shale
952.9,59.457,97.305,4.845,3.58,2.103,125.405,shale
953,57.538,97.254,4.454,3.357,2.116,122.871,shale
953.1,55.54,98.244,4.085,3.145,2.137,119.123,shale
953.2,53.467,99.876,3.734,2.938,2.163,115.734,shale
953.3,51.323,101.581,3.413,2.738,2.189,114.418,shale
953.4,49.119,102.873,3.138,2.553,2.207,115.433,shale
953.5,46.89,103.619,2.923,2.396,2.214,118.333,shale
953.6,44.698,104.009,2.77,2.275,2.21,123.252,shale
953.7,42.631,104.307,2.675,2.191,2.201,130.276,shale
953.8,40.769,104.524,2.63,2.14,2.191,137.634,shale
953.9,39.173,104.439,2.623,2.116,2.185,142.121,shale
954,37.882,103.833,2.636,2.11,2.182,141.96,shale
954.1,36.896,102.697,2.653,2.108,2.181,138.17,shale
954.2,36.169,101.31,2.658,2.102,2.182,133.076,shale
954.3,35.627,100.344,2.645,2.086,2.182,128.135,shale
954.4,35.169,100.703,2.608,2.057,2.18,123.903,shale
954.5,34.677,103.046,2.547,2.013,2.177,121.119,shale
954.6,34.033,107.456,2.461,1.952,2.173,120.642,shale
954.7,33.146,113.286,2.354,1.874,2.17,122.672,shale
954.8,31.96,119.303,2.234,1.786,2.167,126.585,shale
954.9,30.474,124.157,2.11,1.693,2.163,131.468,shale
955,28.748,126.902,1.999,1.609,2.159,136.665,shale
955.1,26.903,127.226,1.91,1.541,2.153,141.583,shale
955.2,25.084,125.447,1.854,1.496,2.149,145.333,shale
955.3,23.418,122.3,1.831,1.476,2.146,147.229,shale
955.4,21.98,118.582,1.84,1.479,2.148,147.497,shale
955.5,20.8,114.877,1.876,1.501,2.155,147.008,shale
955.6,19.873,111.754,1.926,1.535,2.166,146.42,shale
955.7,19.179,109.618,1.98,1.572,2.178,145.831,shale
955.8,18.686,108.471,2.026,1.602,2.191,145.157,shale
955.9,18.359,107.996,2.059,1.623,2.202,144.42,shale
956,18.156,107.86,2.082,1.635,2.21,143.651,shale
956.1,18.032,107.653,2.103,1.644,2.216,142.82,shale
956.2,17.939,107.027,2.127,1.654,2.22,141.939,shale
956.3,17.842,105.929,2.159,1.666,2.224,141.149,shale
956.4,17.721,104.57,2.195,1.68,2.227,140.554,shale
956.5,17.566,103.248,2.231,1.695,2.23,140.072,shale
956.6,17.377,102.176,2.263,1.708,2.233,139.518,shale
956.7,17.163,101.376,2.292,1.718,2.234,138.759,shale
956.8,16.957,100.767,2.319,1.728,2.234,137.811,shale
956.9,16.804,100.181,2.35,1.739,2.233,136.656,shale
957,16.748,99.351,2.388,1.755,2.231,135.076,shale
957.1,16.821,97.983,2.434,1.776,2.229,132.865,shale
957.2,17.026,96.085,2.489,1.803,2.227,130.122,shale
957.3,17.334,94.027,2.547,1.833,2.224,127.245,shale
957.4,17.692,92.18,2.599,1.859,2.219,124.549,shale
957.5,18.053,90.775,2.632,1.874,2.208,122.415,shale
957.6,18.383,89.869,2.632,1.869,2.186,121.496,shale
957.7,18.66,89.299,2.59,1.84,2.152,122.485,shale
957.8,18.88,88.792,2.51,1.79,2.104,125.602,shale
957.9,19.041,88.116,2.408,1.728,2.046,130.315,shale
958,19.146,87.372,2.303,1.666,1.987,135.823,shale
958.1,19.205,86.92,2.212,1.612,1.933,141.36,shale
958.2,19.231,87.143,2.141,1.571,1.892,146.218,shale
958.3,19.234,88.118,2.087,1.541,1.868,149.707,shale
958.4,19.223,89.645,2.045,1.517,1.862,151.526,shale
958.5,19.189,91.415,2.007,1.493,1.872,152.101,shale
958.6,19.121,93.191,1.966,1.467,1.894,152.152,shale
958.7,19.004,94.759,1.921,1.436,1.923,152.213,shale
958.8,18.843,96.051,1.874,1.404,1.953,152.508,shale
958.9,18.657,97.05,1.832,1.374,1.978,153.049,shale
959,18.47,97.69,1.8,1.351,1.993,153.61,shale
959.1,18.288,97.798,1.78,1.337,2.001,153.929,shale
959.2,18.105,97.305,1.774,1.332,2.005,154.045,shale
959.3,17.913,96.347,1.78,1.336,2.012,154.063,shale
959.4,17.724,95.223,1.795,1.345,2.026,153.828,shale
959.5,17.564,94.143,1.818,1.359,2.049,152.973,shale
959.6,17.466,93.055,1.846,1.375,2.076,151.351,shale
959.7,17.437,91.773,1.882,1.393,2.106,149.224,shale
959.8,17.464,90.23,1.925,1.415,2.13,146.992,shale
959.9,17.509,88.563,1.978,1.442,2.146,144.864,shale
960,17.532,86.989,2.043,1.476,2.154,142.924,shale
960.1,17.512,85.751,2.116,1.516,2.156,141.318,shale
960.2,17.455,84.961,2.196,1.561,2.154,140.114,shale
960.3,17.378,84.517,2.277,1.608,2.152,139.248,shale
960.4,17.301,84.205,2.352,1.653,2.151,138.641,shale
960.5,17.237,83.872,2.417,1.694,2.151,138.017,shale
960.6,17.19,83.344,2.47,1.728,2.149,136.838,shale
960.7,17.168,82.5,2.511,1.757,2.14,134.845,shale
960.8,17.171,81.442,2.543,1.78,2.123,132.437,shale
960.9,17.196,80.408,2.569,1.8,2.099,130.273,shale
961,17.236,79.64,2.588,1.817,2.072,128.637,shale
961.1,17.275,79.369,2.599,1.829,2.045,127.36,shale
961.2,17.299,79.69,2.597,1.834,2.02,126.318,shale
961.3,17.289,80.492,2.578,1.828,2.003,125.77,shale
961.4,17.233,81.583,2.541,1.811,1.997,126.001,shale
961.5,17.122,82.744,2.482,1.78,2.002,126.91,shale
961.6,16.963,83.783,2.406,1.738,2.018,128.198,shale
961.7,16.776,84.714,2.318,1.687,2.04,129.711,shale
961.8,16.589,85.684,2.227,1.633,2.063,131.361,shale
961.9,16.423,86.685,2.141,1.581,2.083,132.957,shale
962,16.284,87.519,2.066,1.535,2.099,134.314,shale
962.1,16.163,88.014,2.007,1.498,2.108,135.351,shale
962.2,16.044,88.058,1.963,1.471,2.112,136.163,shale
962.3,15.909,87.664,1.935,1.453,2.111,136.902,shale
962.4,15.753,87.045,1.922,1.445,2.107,137.61,shale
962.5,15.589,86.537,1.924,1.448,2.102,138.162,shale
962.6,15.435,86.339,1.941,1.461,2.097,138.416,shale
962.7,15.311,86.423,1.973,1.484,2.095,138.363,shale
962.8,15.228,86.599,2.019,1.518,2.097,138.043,shale
962.9,15.178,86.696,2.078,1.56,2.102,137.619,shale
963,15.133,86.593,2.146,1.607,2.107,137.199,shale
963.1,15.067,86.298,2.216,1.656,2.112,136.652,shale
963.2,14.977,85.816,2.283,1.701,2.117,135.699,shale
963.3,14.894,85.122,2.34,1.738,2.122,134.081,shale
963.4,14.871,84.313,2.381,1.762,2.129,131.879,shale
963.5,14.956,83.644,2.404,1.773,2.138,129.627,shale
963.6,15.161,83.371,2.407,1.769,2.147,128.047,shale
963.7,15.456,83.664,2.392,1.752,2.154,127.573,shale
963.8,15.781,84.528,2.362,1.725,2.157,128.193,shale
963.9,16.073,85.762,2.325,1.695,2.158,129.533,shale
964,16.286,87.075,2.289,1.665,2.159,131.215,shale
964.1,16.41,88.275,2.261,1.642,2.16,133.116,shale
964.2,16.46,89.278,2.25,1.63,2.162,135.069,shale
964.3,16.465,90.033,2.258,1.631,2.166,136.474,shale
964.4,16.459,90.526,2.287,1.646,2.17,136.538,shale
964.5,16.471,90.638,2.332,1.673,2.176,134.982,shale
964.6,16.523,90.279,2.384,1.706,2.182,132.372,shale
964.7,16.619,89.532,2.434,1.739,2.189,129.748,shale
964.8,16.743,88.673,2.473,1.766,2.197,127.951,shale
964.9,16.869,87.994,2.497,1.784,2.205,127.355,shale
965,16.969,87.668,2.509,1.795,2.216,127.758,shale
965.1,17.026,87.605,2.516,1.802,2.229,127.886,shale
965.2,17.031,87.6,2.524,1.808,2.243,126.299,shale
965.3,16.985,87.513,2.534,1.815,2.258,122.818,shale
965.4,16.899,87.339,2.545,1.821,2.269,118.785,shale
965.5,16.792,87.207,2.551,1.825,2.272,115.813,shale
965.6,16.693,87.347,2.55,1.826,2.268,114.531,shale
965.7,16.631,87.857,2.544,1.824,2.256,114.757,shale
965.8,16.636,88.644,2.537,1.821,2.24,116.364,shale
965.9,16.728,89.491,2.535,1.822,2.224,119.526,shale
966,16.909,90.149,2.543,1.827,2.211,123.696,shale
966.1,17.167,90.494,2.564,1.839,2.203,127.779,shale
966.2,17.476,90.556,2.595,1.857,2.198,131.002,shale
966.3,17.811,90.414,2.635,1.879,2.197,132.948,shale
966.4,18.153,90.143,2.679,1.904,2.198,133.223,shale
966.5,18.493,89.805,2.725,1.93,2.2,131.686,shale
966.6,18.831,89.384,2.772,1.957,2.205,128.696,shale
966.7,19.175,88.868,2.817,1.983,2.21,124.858,shale
966.8,19.531,88.368,2.858,2.007,2.215,120.952,shale
966.9,19.909,87.934,2.89,2.027,2.218,117.783,shale
967,20.324,87.589,2.911,2.043,2.218,115.99,shale
967.1,20.786,87.416,2.92,2.055,2.213,115.733,shale
967.2,21.273,87.495,2.919,2.061,2.206,116.477,shale
967.3,21.728,87.778,2.91,2.063,2.2,117.327,shale
967.4,22.076,88.154,2.892,2.056,2.198,117.757,shale
967.5,22.255,88.526,2.86,2.039,2.197,117.564,shale
967.6,22.245,88.826,2.805,2.004,2.194,116.769,shale
967.7,22.076,89.001,2.721,1.95,2.185,115.928,shale
967.8,21.795,88.962,2.606,1.877,2.164,116.121,shale
967.9,21.441,88.591,2.471,1.791,2.134,118.362,shale
968,21.021,87.894,2.332,1.703,2.103,122.827,shale
968.1,20.52,87.073,2.206,1.621,2.075,128.7,shale
968.2,19.936,86.414,2.105,1.555,2.05,134.872,shale
968.3,19.306,86.194,2.035,1.509,2.027,140.522,shale
968.4,18.707,86.654,1.995,1.482,2.01,145.013,shale
968.5,18.212,87.854,1.982,1.473,2.003,147.65,shale
968.6,17.865,89.52,1.985,1.476,2.004,147.813,shale
968.7,17.66,91.185,1.992,1.482,2.009,145.741,shale
968.8,17.551,92.469,1.99,1.484,2.017,143.005,shale
968.9,17.479,93.256,1.971,1.475,2.029,141.628,shale
969,17.4,93.56,1.931,1.452,2.043,142.421,shale
969.1,17.297,93.592,1.873,1.414,2.059,144.551,shale
969.2,17.18,93.557,1.807,1.368,2.073,146.654,shale
969.3,17.076,93.538,1.743,1.323,2.082,148.124,shale
969.4,17.01,93.595,1.692,1.284,2.085,149.319,shale
969.5,16.989,93.778,1.661,1.26,2.084,150.598,shale
969.6,17.003,94.033,1.656,1.252,2.081,151.978,shale
969.7,17.033,94.352,1.676,1.262,2.08,153.255,shale
969.8,17.056,94.738,1.719,1.287,2.082,154.219,shale
969.9,17.065,95.093,1.777,1.324,2.083,154.923,shale
970,17.075,95.208,1.838,1.363,2.084,155.577,shale
970.1,17.11,95.016,1.889,1.396,2.081,156.335,shale
970.2,17.186,94.614,1.918,1.415,2.077,157.096,shale
970.3,17.305,94.214,1.925,1.42,2.074,157.498,shale
970.4,17.447,93.998,1.918,1.415,2.074,157.139,shale
970.5,17.576,93.977,1.912,1.411,2.079,155.901,shale
970.6,17.648,93.957,1.919,1.415,2.088,154.022,shale
970.7,17.633,93.661,1.947,1.433,2.102,151.817,shale
970.8,17.526,92.799,2,1.468,2.119,149.579,shale
970.9,17.361,91.264,2.072,1.515,2.138,147.529,shale
971,17.191,89.183,2.156,1.569,2.159,145.786,shale
971.1,17.066,86.886,2.238,1.622,2.177,144.34,shale
971.2,17.012,84.778,2.305,1.667,2.188,143.085,shale
971.3,17.028,83.223,2.353,1.698,2.193,142.018,shale
971.4,17.092,82.491,2.383,1.719,2.189,141.233,shale
971.5,17.171,82.636,2.405,1.733,2.179,140.719,shale
971.6,17.233,83.414,2.426,1.747,2.166,140.048,shale
971.7,17.251,84.289,2.452,1.765,2.152,138.834,shale
971.8,17.198,84.743,2.483,1.785,2.139,137.236,shale
971.9,17.06,84.504,2.512,1.805,2.131,135.769,shale
972,16.839,83.633,2.533,1.821,2.126,134.506,shale
972.1,16.568,82.65,2.538,1.828,2.125,133.108,shale
972.2,16.303,82.321,2.528,1.824,2.128,131.955,shale
972.3,16.107,83.061,2.505,1.813,2.133,131.876,shale
972.4,16.02,84.769,2.475,1.796,2.138,133.19,shale
972.5,16.045,86.91,2.44,1.774,2.14,135.189,shale
972.6,16.147,88.864,2.395,1.745,2.137,137.029,shale
972.7,16.275,90.119,2.334,1.705,2.128,138.57,shale
972.8,16.388,90.529,2.254,1.652,2.117,140.055,shale
972.9,16.466,90.44,2.156,1.586,2.106,141.589,shale
973,16.507,90.397,2.05,1.515,2.098,142.995,shale
973.1,16.52,90.806,1.949,1.447,2.096,144.359,shale
973.2,16.517,91.745,1.868,1.393,2.1,145.725,shale
973.3,16.516,93.042,1.815,1.358,2.111,146.763,shale
973.4,16.533,94.37,1.798,1.348,2.126,147.163,shale
973.5,16.585,95.4,1.816,1.362,2.143,146.823,shale
973.6,16.681,95.757,1.869,1.4,2.16,145.939,shale
973.7,16.824,95.235,1.952,1.459,2.175,144.803,shale
973.8,17.008,93.971,2.056,1.533,2.188,143.571,shale
973.9,17.225,92.396,2.169,1.612,2.198,142.255,shale
974,17.466,90.855,2.277,1.686,2.205,140.612,shale
974.1,17.727,89.622,2.367,1.745,2.208,138.41,shale
974.2,18.012,88.724,2.433,1.786,2.208,135.932,shale
974.3,18.32,88.036,2.476,1.809,2.204,133.924,shale
974.4,18.64,87.257,2.505,1.822,2.196,132.927,shale
974.5,18.961,86.272,2.532,1.832,2.186,133.029,shale
974.6,19.295,85.117,2.566,1.848,2.173,133.978,shale
974.7,19.678,84.048,2.618,1.874,2.159,135.229,shale
974.8,20.161,83.371,2.691,1.914,2.147,136.02,shale
974.9,20.787,83.198,2.785,1.968,2.137,135.569,shale
975,21.577,83.346,2.897,2.033,2.131,133.6,shale
975.1,22.519,83.525,3.022,2.109,2.127,130.713,shale
975.2,23.563,83.427,3.156,2.192,2.126,127.881,shale
975.3,24.626,82.954,3.296,2.282,2.126,125.689,shale
975.4,25.621,82.106,3.438,2.375,2.125,124.323,shale
975.5,26.486,81.003,3.582,2.471,2.124,123.636,shale
975.6,27.194,79.885,3.721,2.565,2.124,123.144,shale
975.7,27.758,79.051,3.847,2.651,2.126,122.465,shale
975.8,28.228,78.811,3.952,2.723,2.131,121.757,shale
975.9,28.674,79.252,4.032,2.778,2.137,121.349,shale
976,29.155,80.12,4.087,2.818,2.143,121.173,shale
976.1,29.698,80.945,4.124,2.846,2.147,120.819,shale
976.2,30.287,81.211,4.148,2.865,2.149,120.268,shale
976.3,30.887,80.649,4.159,2.877,2.146,119.938,shale
976.4,31.455,79.431,4.152,2.878,2.141,119.979,shale
976.5,31.951,78.153,4.121,2.865,2.134,120.161,shale
976.6,32.337,77.46,4.065,2.838,2.129,120.625,shale
976.7,32.585,77.649,3.989,2.796,2.126,122.015,shale
976.8,32.663,78.678,3.898,2.744,2.128,124.324,shale
976.9,32.543,80.221,3.797,2.683,2.133,126.505,shale
977,32.212,81.976,3.688,2.614,2.142,127.292,shale
977.1,31.683,83.79,3.569,2.535,2.153,126.463,shale
977.2,30.992,85.527,3.434,2.446,2.164,124.631,shale
977.3,30.194,87.129,3.281,2.344,2.175,122.32,shale
977.4,29.351,88.623,3.114,2.234,2.185,119.939,shale
977.5,28.509,89.974,2.94,2.121,2.193,117.969,shale
977.6,27.685,91.136,2.772,2.012,2.197,117.115,shale
977.7,26.869,92.073,2.619,1.911,2.198,117.961,shale
977.8,26.027,92.751,2.486,1.823,2.195,120.66,shale
977.9,25.129,93.074,2.375,1.747,2.189,124.857,shale
978,24.171,92.89,2.284,1.682,2.181,129.943,shale
978.1,23.175,92.124,2.208,1.626,2.173,135.46,shale
978.2,22.177,90.869,2.141,1.577,2.165,140.905,shale
978.3,21.221,89.482,2.082,1.532,2.159,145.696,shale
978.4,20.35,88.215,2.028,1.494,2.155,149.164,shale
978.5,19.597,87.193,1.983,1.462,2.154,150.893,shale
978.6,18.984,86.515,1.95,1.438,2.155,151.13,shale
978.7,18.522,86.113,1.93,1.425,2.157,150.471,shale
978.8,18.201,85.817,1.928,1.421,2.16,149.516,shale
978.9,17.996,85.507,1.942,1.429,2.162,148.659,shale
979,17.867,85.15,1.971,1.445,2.164,148.119,shale
979.1,17.769,84.777,2.012,1.469,2.165,147.955,shale
979.2,17.662,84.487,2.06,1.496,2.166,148.076,shale
979.3,17.521,84.298,2.106,1.522,2.166,148.444,shale
979.4,17.335,84.209,2.143,1.541,2.166,149.114,shale
979.5,17.111,84.258,2.161,1.548,2.166,150.145,shale
979.6,16.876,84.547,2.154,1.539,2.166,151.445,shale
979.7,16.67,85.13,2.12,1.513,2.166,152.802,shale
979.8,16.539,86.072,2.063,1.473,2.165,154.045,shale
979.9,16.513,87.35,1.991,1.425,2.163,155.013,shale
980,16.59,88.841,1.919,1.378,2.16,155.543,shale
980.1,16.734,90.331,1.857,1.337,2.156,155.531,shale
980.2,16.893,91.686,1.814,1.309,2.152,155.089,shale
980.3,17.02,92.733,1.793,1.296,2.147,154.447,shale
980.4,17.088,93.327,1.796,1.299,2.144,153.69,shale
980.5,17.092,93.452,1.824,1.318,2.143,152.751,shale
980.6,17.044,93.32,1.874,1.352,2.144,151.545,shale
980.7,16.977,93.175,1.944,1.399,2.149,150.141,shale
980.8,16.928,93.06,2.03,1.456,2.155,148.628,shale
980.9,16.922,92.954,2.128,1.521,2.162,147.019,shale
981,16.965,92.817,2.234,1.589,2.169,145.218,shale
981.1,17.044,92.537,2.341,1.658,2.174,143.358,shale
981.2,17.137,92.126,2.442,1.723,2.177,141.748,shale
981.3,17.22,91.532,2.533,1.782,2.178,140.472,shale
981.4,17.276,90.688,2.609,1.832,2.177,139.369,shale
981.5,17.302,89.651,2.667,1.87,2.175,138.17,shale
981.6,17.305,88.588,2.707,1.898,2.175,136.716,shale
981.7,17.295,87.573,2.732,1.915,2.176,135.105,shale
981.8,17.273,86.701,2.746,1.927,2.179,133.677,shale
